161,Baja,BR,Sierra la Laguna,BR_SL,SL,BJSL29_1,BJSL29,1,4.46E+02,23.4953,-110.062,-7.05E-04,-9.70E-02,-2.21E-03,4.15E-02,-2.50E-02,5.89E-03,4.46E+02,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32
170,Baja,BR,Sierra la Laguna,BR_SL,SL,BJSL29_10,BJSL29,10,4.55E+02,23.4953,-110.062,-1.29E-01,-8.26E-02,9.20E-03,2.03E-02,-1.27E-02,-3.77E-03,4.55E+02,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32
162,Baja,BR,Sierra la Laguna,BR_SL,SL,BJSL29_2,BJSL29,2,4.11E+02,23.4953,-110.062,3.98E-02,-8.92E-02,1.13E-02,1.84E-02,-5.14E-02,3.21E-03,4.11E+02,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32
163,Baja,BR,Sierra la Laguna,BR_SL,SL,BJSL29_3,BJSL29,3,3.79E+02,23.4953,-110.062,2.86E-02,-1.37E-01,-2.50E-02,1.84E-02,3.11E-03,-2.03E-02,3.79E+02,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32
164,Baja,BR,Sierra la Laguna,BR_SL,SL,BJSL29_4,BJSL29,4,3.84E+02,23.4953,-110.062,-6.46E-02,-6.65E-02,-9.14E-03,-6.48E-03,-4.17E-03,-1.22E-02,3.84E+02,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32
165,Baja,BR,Sierra la Laguna,BR_SL,SL,BJSL29_5,BJSL29,5,3.94E+02,23.4953,-110.062,5.23E-02,-9.09E-02,3.88E-02,-7.29E-03,3.25E-02,2.26E-02,3.94E+02,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32
166,Baja,BR,Sierra la Laguna,BR_SL,SL,BJSL29_6,BJSL29,6,5.03E+02,23.4953,-110.062,-2.13E-02,-1.31E-01,1.59E-02,3.37E-03,-9.12E-03,-2.01E-02,5.03E+02,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32
167,Baja,BR,Sierra la Laguna,BR_SL,SL,BJSL29_7,BJSL29,7,4.93E+02,23.4953,-110.062,-6.40E-02,-1.09E-01,2.14E-02,-2.61E-02,-1.76E-02,-5.58E-03,4.93E+02,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32
168,Baja,BR,Sierra la Laguna,BR_SL,SL,BJSL29_8,BJSL29,8,3.67E+02,23.4953,-110.062,-9.67E-02,-8.64E-02,-7.11E-03,1.14E-02,-1.79E-02,-1.71E-02,3.67E+02,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32
169,Baja,BR,Sierra la Laguna,BR_SL,SL,BJSL29_9,BJSL29,9,4.86E+02,23.4953,-110.062,8.15E-02,-8.78E-02,9.53E-03,-2.53E-02,-2.94E-03,2.61E-02,4.86E+02,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32,21.4,13.9,59,3811,32.4,8.9,23.5,26.4,22,26.4,16.7,416,134,0,130,313,3,313,32
